Part Number,Package,Package,Core,Operating Frequency (MHz) (Processor speed),FLASH Size (Prog),Data0E2PROM0(B),Internal RAM Size,Timers (16 bit) typ,Timers (32 bit) typ,Other timer functions,A/D Converters (12-bit channels) default,A/D Converters (16-bit channels) default,D/A Converters  (12 bit),Comparator,I/Os (High Current),Display controller ,Integrated op-amps,I2C,SPI,I2S,CAN ,USB Type,USART ,UART,Additional Serial Interfaces,Parallel Interfaces ,Crypto-HASH ,TRNG,Supply Voltage (V) min,Supply Voltage (V) max,Supply Current (µA) (Lowest power mode) typ,Supply Current (µA) (Run mode (per Mhz)) typ,Operating Temperature (°C) min,Operating Temperature (°C) max,,,,,,,,,,,,,,
STM32L471VE,Active,Active,ARM Cortex-M4,80,512,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,-0,2,3,3,-0,1,-0,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L471VG,Active,Active,ARM Cortex-M4,80,1024,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,-0,2,3,3,-0,1,-0,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L471ZE,Active,Active,ARM Cortex-M4,80,512,0,128,11,2,2xWDG,RTC,SysTick,24,-0,2,2,-0,2,3,3,-0,1,-0,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L471ZG,Active,Active,ARM Cortex-M4,80,1024,0,128,11,2,2xWDG,RTC,SysTick,24,-0,2,2,-0,2,3,3,-0,1,-0,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L475RC,Active,Active,ARM Cortex-M4,80,256,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,-0,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,105,125,85,,,,,,,,
STM32L475RE,Active,Active,ARM Cortex-M4,80,512,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,-0,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L475RG,Active,Active,ARM Cortex-M4,80,1024,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,-0,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,105,85,,,,,,,,,
STM32L475VC,Active,Active,ARM Cortex-M4,80,256,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,-0,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L475VE,Active,Active,ARM Cortex-M4,80,512,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,-0,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L475VG,Active,Active,ARM Cortex-M4,80,1024,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,-0,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L476JE,Active,Active,ARM Cortex-M4,80,512,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x28,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L476JG,Active,Active,ARM Cortex-M4,80,1024,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x28,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,105,85,,,,,,,,,
STM32L476ME,Active,Active,ARM Cortex-M4,80,512,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x30,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L476MG,Active,Active,ARM Cortex-M4,80,1024,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x30,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L476QE,Active,Active,ARM Cortex-M4,80,512,0,128,11,2,2xWDG,RTC,SysTick,19,-0,2,2,LCD 4x44/8x40,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L476QG,Active,Active,ARM Cortex-M4,80,1024,0,128,11,2,2xWDG,RTC,SysTick,19,-0,2,2,LCD 4x44/8x40,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,125,85,,,,,,,,,
STM32L476RC,Active,Active,ARM Cortex-M4,80,256,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x28,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L476RE,Active,Active,ARM Cortex-M4,80,512,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x28,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L476RG,Active,Active,ARM Cortex-M4,80,1024,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x28,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,125,85,,,,,,,,,
STM32L476VC,Active,Active,ARM Cortex-M4,80,256,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x44/8x40,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L476VE,Active,Active,ARM Cortex-M4,80,512,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x44/8x40,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L476VG,Active,Active,ARM Cortex-M4,80,1024,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x44/8x40,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,105,85,,,,,,,,,
STM32L476ZE,Active,Active,ARM Cortex-M4,80,512,0,128,11,2,2xWDG,RTC,SysTick,24,-0,2,2,LCD 4x44/8x40,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,-0,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L486JG,Active,Active,ARM Cortex-M4,80,1024,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x28,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,AES,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L486RG,Active,Active,ARM Cortex-M4,80,1024,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x28,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,AES,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L486VG,Active,Active,ARM Cortex-M4,80,1024,0,128,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x44/8x40,2,3,3,-0,1,USB OTG FS,5,1,SAI,DFSDM,FMC,Quad SPI,SDIO,AES,true,1.71,3.6,0.03,100,-40,85,,,,,,,,,,
STM32L496AE,Active,Active,ARM Cortex-M4,80,512,0,320,11,2,2xWDG,RTC,SysTick,24,-0,2,2,LCD 4x44/8x40,2,4,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,-0,-0,1.71,3.6,0.03,90,-40,85,,,,,,,,,
STM32L496AG,Active,Active,ARM Cortex-M4,80,1024,0,320,11,2,2xWDG,RTC,SysTick,24,-0,2,2,LCD 4x44/8x40,2,4,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,-0,-0,1.71,3.6,0.03,90,-40,125,85,,,,,,,,
STM32L496QE,Active,Active,ARM Cortex-M4,80,512,0,320,11,2,2xWDG,RTC,SysTick,19,-0,2,2,LCD 4x44/8x40,2,4,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,-0,-0,1.71,3.6,0.03,90,-40,85,,,,,,,,,
STM32L496QG,Active,Active,ARM Cortex-M4,80,1024,0,320,11,2,2xWDG,RTC,SysTick,19,-0,2,2,LCD 4x44/8x40,2,4,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,-0,-0,1.71,3.6,0.03,90,-40,125,85,,,,,,,,
STM32L496RE,Active,Active,ARM Cortex-M4,80,512,0,320,11,2,2xWDG,RTC,SysTick,16,-0,2,-0,LCD 4x44/8x40,2,3,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,-0,-0,1.71,3.6,0.03,90,-40,85,,,,,,,,,
STM32L496VE,Active,Active,ARM Cortex-M4,80,512,0,320,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x44/8x40,2,4,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,-0,-0,1.71,3.6,0.03,90,-40,85,,,,,,,,,
STM32L496VG,Active,Active,ARM Cortex-M4,80,1024,0,320,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x44/8x40,2,4,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,-0,-0,1.71,3.6,0.03,90,-40,125,85,,,,,,,,
STM32L496ZE,Active,Active,ARM Cortex-M4,80,512,0,320,11,2,2xWDG,RTC,SysTick,24,-0,2,2,LCD 4x44/8x40,2,4,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,-0,-0,1.71,3.6,0.03,90,-40,85,,,,,,,,,
STM32L496ZG,Active,Active,ARM Cortex-M4,80,1024,0,320,11,2,2xWDG,RTC,SysTick,24,-0,2,2,LCD 4x44/8x40,2,4,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,-0,-0,1.71,3.6,0.03,90,-40,125,85,,,,,,,,
STM32L4A6AG,Active,Active,ARM Cortex-M4,80,1024,0,320,11,2,2xWDG,RTC,SysTick,24,-0,2,2,LCD 4x44/8x40,2,4,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,AES,SHA,-0,1.71,3.6,0.03,90,-40,85,,,,,,,,
STM32L4A6QG,Active,Active,ARM Cortex-M4,80,1024,0,320,11,2,2xWDG,RTC,SysTick,19,-0,2,2,LCD 4x44/8x40,2,4,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,AES,SHA,-0,1.71,3.6,0.03,90,-40,85,,,,,,,,
STM32L4A6RG,Active,Active,ARM Cortex-M4,80,1024,0,320,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x44/8x40,2,3,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,AES,SHA,-0,1.71,3.6,0.03,90,-40,105,85,,,,,,,
STM32L4A6VG,Active,Active,ARM Cortex-M4,80,1024,0,320,11,2,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x44/8x40,2,4,3,-0,2,USB OTG FS,5,1,SAI,Camera IF,DFSDM,FMC,Quad SPI,SDIO,AES,SHA,-0,1.71,3.6,0.03,90,-40,85,,,,,,,,
STM32L100C6,NRND,NRND,ARM Cortex-M3,32,32,2048,4,6,-0,2 x WDG,24-bit down counter,RTC,14,-0,2,2,LCD 4x18,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.8,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L100R8,NRND,NRND,ARM Cortex-M3,32,64,2048,8,6,-0,2 x WDG,24-bit down counter,RTC,20,-0,2,2,LCD 4x32/8x28,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.8,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L100RB,NRND,NRND,ARM Cortex-M3,32,128,2048,10,6,-0,2 x WDG,24-bit down counter,RTC,20,-0,2,2,LCD 4x32/8x28,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.8,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L151C6,NRND,NRND,ARM Cortex-M3,32,32,4096,10,6,-0,2 x WDG,RTC,SysTick,14,-0,2,2,-0,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L151C8,NRND,NRND,ARM Cortex-M3,32,64,4096,10,6,-0,2 x WDG,RTC,SysTick,14,-0,2,2,-0,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L151CB,NRND,NRND,ARM Cortex-M3,32,128,4096,16,6,-0,2 x WDG,RTC,SysTick,14,-0,2,2,-0,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L151R6,NRND,NRND,ARM Cortex-M3,32,32,4096,10,6,-0,2 x WDG,RTC,SysTick,20,-0,2,2,-0,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L151R8,NRND,NRND,ARM Cortex-M3,32,64,4096,10,6,-0,2 x WDG,RTC,SysTick,20,-0,2,2,-0,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L151RB,NRND,NRND,ARM Cortex-M3,32,128,4096,16,6,-0,2 x WDG,RTC,SysTick,20,-0,2,2,-0,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L151RC-A,NRND,NRND,ARM Cortex-M3,32,256,8192,32,8,1,2xWDG,RTC,SysTick,21,-0,2,2,-0,2,2,3,2,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L151V8,NRND,NRND,ARM Cortex-M3,32,64,4096,10,6,-0,2 x WDG,RTC,SysTick,24,-0,2,2,-0,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L151VB,NRND,NRND,ARM Cortex-M3,32,128,4096,16,6,-0,2 x WDG,RTC,SysTick,24,-0,2,2,-0,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L151VC-A,NRND,NRND,ARM Cortex-M3,32,256,8192,32,8,1,2 x WDG,RTC,SysTick,25,-0,2,2,-0,2,2,3,2,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L152C6,NRND,NRND,ARM Cortex-M3,32,32,4096,10,6,-0,2 x WDG,RTC,SysTick,14,-0,2,2,LCD 4x18,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L152C8,NRND,NRND,ARM Cortex-M3,32,64,4096,10,6,-0,2 x WDG,RTC,SysTick,14,-0,2,2,LCD 4x16,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L152CB,NRND,NRND,ARM Cortex-M3,32,128,4096,16,6,-0,2 x WDG,RTC,SysTick,14,-0,2,2,LCD 4x18,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L152R6,NRND,NRND,ARM Cortex-M3,32,32,4096,10,6,-0,2xWDG,RTC,SysTick,20,-0,2,2,LCD 4x32/8x28,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L152R8,NRND,NRND,ARM Cortex-M3,32,64,4096,10,6,-0,2xWDG,RTC,SysTick,20,-0,2,2,LCD 4x32/8x28,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L152RB,NRND,NRND,ARM Cortex-M3,32,128,4096,16,6,-0,2xWDG,RTC,SysTick,20,-0,2,2,LCD 4x32/8x28,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L152RC-A,NRND,NRND,ARM Cortex-M3,32,256,8192,32,8,1,2xWDG,RTC,SysTick,21,-0,2,2,LCD 4x32/8x28,2,2,3,2,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L152V8,NRND,NRND,ARM Cortex-M3,32,64,4096,10,6,-0,2 x WDG,RTC,SysTick,24,-0,2,2,LCD 4x44/8x40,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L152VB,NRND,NRND,ARM Cortex-M3,32,128,4096,16,6,-0,2 x WDG,RTC,SysTick,24,-0,2,2,LCD 4x44/8x40,-0,2,2,-0,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L152VC-A,NRND,NRND,ARM Cortex-M3,32,256,8192,32,8,1,2 x WDG,RTC,SysTick,25,-0,2,2,LCD 4x44/8x40,2,2,3,2,-0,USB Device,3,-0,-0,-0,-0,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L162RC-A,NRND,NRND,ARM Cortex-M3,32,256,8192,32,8,1,2xWDG,RTC,SysTick,21,-0,2,2,LCD 4x32/8x28,2,2,3,2,-0,USB Device,3,-0,-0,-0,AES,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32L162VC-A,NRND,NRND,ARM Cortex-M3,32,256,8192,32,8,1,2xWDG,RTC,SysTick,25,-0,2,2,LCD 4x44/8x40,2,2,3,2,-0,USB Device,3,-0,-0,-0,AES,-0,1.65,3.6,0.3,185,-40,85,,,,,,,,,,,,,
STM32F302VC,Active,Active,ARM Cortex-M4,72,256,0,40,7,1,2xWDG,IR Timer,RTC,SysTick,17,-0,1,4,87,-0,2,2,3,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,105,85,,,,,,,,,,
STM32F030C6,Active,Active,ARM Cortex-M0,48,32,0,4,5,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,39,-0,-0,1,1,-0,-0,-0,1,-0,-0,-0,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,
STM32F030C8,Active,Active,ARM Cortex-M0,48,64,0,8,7,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,39,-0,-0,2,2,-0,-0,-0,2,-0,-0,-0,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,
STM32F030CC,Active,Active,ARM Cortex-M0,48,256,0,32,8,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,38,-0,-0,2,2,-0,-0,-0,6,-0,-0,-0,-0,-0,2.4,3.6,1.8,306,-40,85,,,,,,,,,,,,
STM32F030F4,Active,Active,ARM Cortex-M0,48,16,0,4,5,-0,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,15,-0,-0,1,1,-0,-0,-0,1,-0,-0,-0,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,
STM32F030K6,Active,Active,ARM Cortex-M0,48,32,0,4,5,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,26,-0,-0,1,1,-0,-0,-0,1,-0,-0,-0,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,
STM32F030R8,Active,Active,ARM Cortex-M0,48,64,0,8,7,-0,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,55,-0,-0,2,2,-0,-0,-0,2,-0,-0,-0,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,
STM32F030RC,Active,Active,ARM Cortex-M0,48,256,0,32,8,-0,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,52,-0,-0,2,2,-0,-0,-0,6,-0,-0,-0,-0,-0,2.4,3.6,1.8,306,-40,85,,,,,,,,,,,,
STM32F031C4,Active,Active,ARM Cortex-M0,48,16,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,39,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,
STM32F031C6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,39,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,
STM32F031E6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,20,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,
STM32F031F4,Active,Active,ARM Cortex-M0,48,16,0,4,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,15,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,
STM32F031F6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,15,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,
STM32F031G4,Active,Active,ARM Cortex-M0,48,16,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,23,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,
STM32F031G6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,23,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,
STM32F031K4,Active,Active,ARM Cortex-M0,48,16,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,27,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,
STM32F031K6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,27,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,
STM32F038C6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,38,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,1.65,1.95,1.7,250,-40,105,85,,,,,,,,,,,
STM32F038E6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,20,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,
STM32F038F6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,8,-0,-0,-0,14,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,
STM32F038G6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,22,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,
STM32F038K6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,26,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,
STM32F042C4,Active,Active,ARM Cortex-M0,48,16,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,38,-0,-0,1,2,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,
STM32F042C6,Active,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,38,-0,-0,1,2,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,
STM32F042F4,Active,Active,ARM Cortex-M0,48,16,0,6,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,16,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,
STM32F042F6,Active,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,16,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,
STM32F042G4,Active,Active,ARM Cortex-M0,48,16,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,24,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,
STM32F042G6,Active,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,24,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,
STM32F042K4,Active,Active,ARM Cortex-M0,48,16,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,28,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,
